timestamp,timestamp,month-name,month-date,t_out_min,t_out_max,rain_out,sunshine_out,t_out_9am,rh_out_9am,wind_out_9am,t_out_3pm,rh_out_3pm,wind_out_3pm,t_out_mean,rh_out_mean,running_mean_t_out,utci_am,utci_pm
2022-07-17,2022-07-17,jul,7/22,9.5,23.1,0.0,8.1,13.9,71,4.0,22.3,43,7.0,19.77,57.0,17.8,7.5,14.1
2022-07-18,2022-07-18,jul,7/22,10.9,24.3,0.0,9.7,18.5,67,2.0,22.6,41,6.0,21.8,54.0,18.3,17.1,15.2
2022-07-19,2022-07-19,jul,7/22,9.7,21.5,0.0,7.9,15.2,53,6.0,18.9,59,15.0,18.53,56.0,19.2,5.0,1.4
2022-07-20,2022-07-20,jul,7/22,12.1,19.2,0.0,2.5,15.7,71,6.0,16.0,78,9.0,16.97,74.5,19.2,6.5,3.8
2022-07-21,2022-07-21,jul,7/22,12.0,18.1,1.8,0.0,14.2,91,0.0,18.0,71,9.0,16.77,81.0,18.8,15.9,7.0
2022-07-22,2022-07-22,jul,7/22,13.9,18.6,15.4,0.0,15.7,90,11.0,17.1,79,13.0,17.13,84.5,18.3,1.5,1.3
2022-07-23,2022-07-23,jul,7/22,14.3,21.6,4.4,7.7,18.4,69,7.0,20.9,56,9.0,20.3,62.5,18.0,9.3,11.3
2022-07-24,2022-07-24,jul,7/22,11.5,23.0,0.0,9.5,16.2,70,7.0,21.6,51,4.0,20.27,60.5,18.6,5.9,16.7
2022-07-25,2022-07-25,jul,7/22,10.1,22.3,0.0,9.5,15.6,72,6.0,22.0,46,4.0,19.97,59.0,18.9,6.3,16.9
2022-07-26,2022-07-26,jul,7/22,10.3,23.5,0.0,9.5,13.3,85,4.0,23.1,58,7.0,19.97,71.5,19.0,7.2,16.2
2022-07-27,2022-07-27,jul,7/22,9.4,19.6,0.0,10.0,14.0,43,13.0,19.4,28,15.0,17.67,35.5,19.3,-6.1,0.8
2022-07-28,2022-07-28,jul,7/22,8.4,21.5,0.0,10.3,14.0,55,6.0,21.4,34,4.0,18.97,44.5,19.0,3.3,15.7
2022-07-29,2022-07-29,jul,7/22,8.1,21.8,0.0,10.2,13.5,66,6.0,21.6,34,9.0,18.97,50.0,19.1,3.0,11.3
2022-07-30,2022-07-30,jul,7/22,10.2,20.6,0.0,9.9,15.0,59,6.0,19.2,47,11.0,18.27,53.0,19.2,4.9,6.3
2022-07-31,2022-07-31,jul,7/22,10.9,20.1,0.0,2.0,13.8,81,6.0,19.1,51,9.0,17.67,66.0,18.9,4.0,8.0
