time,week,boxID,season,subject_id,building_id,gender,age_group,thermal_sensation,thermal_preference,thermal_acceptability,clo,met,air_con,blind_curtain,window,door,heater,fan_portable,ta,vel,rh,tg,t_out_min,t_out_max,rain_out,sunshine_out,rh_out_9am,t_out_mean,rh_out_mean,running_mean_t_out,utci_am,utci_pm,tr,top,vel_r,pmv,adaptive_tmp_cmf,adaptive_acceptability_80,set,city,country,climate,cooling_type,building_type,pmv_7point,discrepancy,thermal_sensation_3point,pmv_3point,age,personal_mean_discrepancy,personal_discrepancy_variance,personal_discrepancy_std,personal_mean_clo,day_hour,year
12/11/2021 12:20,4,10,summer,5,6,female,45 - 54,-1,1,1,0.8,1.1,1,0,1,1,0,0,23.98,0,63.09,23.77,17.7,30.1,0,13.2,38,27.8,44.5,27.9,25.3,27,23.77,23.77,0.03,0.22,26.4,TRUE,25.7,brisbane,australia,humid subtropical,air conditioned,office,0,1.22,-1,0,50,0.99,4.05,2.01,0.74,12,2021
12/11/2021 13:01,4,1,summer,124,4,female,35 - 44,0,0,1,0.5,1.1,1,0,1,1,0,0,25.28,0.19,65.82,24.93,17.7,30.1,0,13.2,38,27.8,44.5,27.9,25.3,27,24.42,24.92,0.22,-0.3,26.4,TRUE,24.1,brisbane,australia,humid subtropical,air conditioned,office,0,-0.30,0,0,40,0.56,1.13,1.06,0.63,13,2021
12/11/2021 13:02,4,3,summer,116,4,male,25 - 34,-2,1,0,0.7,1.7,1,0,1,1,0,0,24.64,0.11,61.22,24.61,17.7,30.1,0,13.2,38,27.8,44.5,27.9,25.3,27,24.58,24.61,0.32,0.94,26.4,TRUE,27.5,brisbane,australia,humid subtropical,air conditioned,office,1,2.94,-1,1,30,1.92,0.96,0.98,0.87,13,2021
12/11/2021 13:38,4,4,summer,122,4,female,35 - 44,-2,0,1,0.5,1.1,1,0,1,1,0,0,24.04,0.26,66.97,24.54,17.7,30.1,0,13.2,38,27.8,44.5,27.9,25.3,27,25.42,24.57,0.29,-0.59,26.4,TRUE,23.3,brisbane,australia,humid subtropical,air conditioned,office,-1,1.41,-1,-1,40,0.36,1.36,1.17,0.50,13,2021
12/11/2021 14:34,4,3,summer,116,4,male,25 - 34,-1,1,0,0.9,1.1,1,0,1,1,0,0,25.2,0.15,59.14,25.18,17.7,30.1,0,13.2,38,27.8,44.5,27.9,25.3,27,25.15,25.18,0.18,0.54,26.4,TRUE,27.7,brisbane,australia,humid subtropical,air conditioned,office,1,1.54,-1,1,30,1.92,0.96,0.98,0.87,14,2021
12/11/2021 14:57,4,1,summer,18,4,female,25 - 34,0,0,1,0.9,1.1,1,0,1,1,0,0,25.96,0.26,63.34,25.3,17.7,30.1,0,13.2,38,27.8,44.5,27.9,25.3,27,24.13,25.26,0.29,0.48,26.4,TRUE,27,brisbane,australia,humid subtropical,air conditioned,office,0,0.48,0,0,30,0.55,0.54,0.74,0.84,14,2021
12/11/2021 14:57,4,9,summer,121,4,female,55 - 64,1,-1,0,0.7,1.1,1,0,1,1,0,0,24.36,0.11,59.94,24.22,17.7,30.1,0,13.2,38,27.8,44.5,27.9,25.3,27,24.07,24.22,0.14,0.05,26.4,TRUE,25.2,brisbane,australia,humid subtropical,air conditioned,office,0,-0.95,1,0,60,0.68,1.39,1.18,0.69,14,2021
12/11/2021 17:25,4,1,summer,18,4,female,25 - 34,0,0,1,0.9,1.1,1,0,1,1,0,0,25.46,0.16,63.5,24.99,17.7,30.1,0,13.2,38,27.8,44.5,27.9,25.3,27,24.37,24.98,0.19,0.52,26.4,TRUE,27.6,brisbane,australia,humid subtropical,air conditioned,office,1,0.52,0,1,30,0.55,0.54,0.74,0.84,17,2021
29/11/2021 9:31,5,1,summer,8,1,female,25 - 34,2,-1,1,0.5,1.1,1,1,1,1,0,0,24.97,0.05,61.94,25.44,21,27,0,1.3,63,25.87,62.5,25.8,24.2,24.9,25.75,25.43,0.08,0.11,25.8,TRUE,24.9,brisbane,australia,humid subtropical,air conditioned,office,0,-1.89,1,0,30,0.05,1.02,1.01,0.76,9,2021
29/11/2021 9:39,5,8,summer,127,1,female,45 - 54,-1,-1,1,0.7,1.1,1,0,1,1,0,0,23.68,0.19,70.18,23.14,21,27,0,1.3,63,25.87,62.5,25.8,24.2,24.9,22.33,23.11,0.22,-0.4,25.8,TRUE,23.8,brisbane,australia,humid subtropical,air conditioned,office,0,0.60,-1,0,50,0.09,0.65,0.81,0.70,9,2021
29/11/2021 9:51,5,2,summer,132,1,male,18 - 24,-2,0,1,0.7,1.1,1,1,1,1,0,0,25.47,0.51,64.36,24.36,21,27,0,1.3,63,25.87,62.5,25.8,24.2,24.9,21.36,24.21,0.54,-0.46,25.8,TRUE,22.8,brisbane,australia,humid subtropical,air conditioned,office,0,1.54,-1,0,20,0.48,1.51,1.23,0.69,9,2021
29/11/2021 10:07,5,12,summer,135,1,male,45 - 54,-1,0,1,0.7,1.4,1,0,1,1,0,0,24.22,0.44,69.99,23.4,21,27,0,1.3,63,25.87,62.5,25.8,24.2,24.9,21.36,23.3,0.56,0,25.8,TRUE,24.5,brisbane,australia,humid subtropical,air conditioned,office,0,1.00,-1,0,50,0.64,0.56,0.75,0.73,10,2021
29/11/2021 10:28,5,1,summer,126,1,female,55 - 64,0,0,1,1,1.1,1,0,1,1,0,0,25.24,0.4,65.16,24.73,21,27,0,1.3,63,25.87,62.5,25.8,24.2,24.9,23.55,24.68,0.43,0.37,25.8,TRUE,26.4,brisbane,australia,humid subtropical,air conditioned,office,0,0.37,0,0,60,0.10,0.14,0.37,0.95,10,2021
29/11/2021 10:40,5,1,summer,8,1,female,25 - 34,-2,1,1,0.4,1.1,1,0,1,1,0,0,24.06,0.36,59.11,23.4,21,27,0,1.3,63,25.87,62.5,25.8,24.2,24.9,21.95,23.33,0.39,-1.69,25.8,TRUE,19.9,brisbane,australia,humid subtropical,air conditioned,office,-2,0.31,-1,-1,30,0.05,1.02,1.01,0.76,10,2021
29/11/2021 10:52,5,7,summer,130,1,female,55 - 64,-1,0,1,0.7,1.1,1,0,1,1,0,0,23.7,0,63.93,23.46,21,27,0,1.3,63,25.87,62.5,25.8,24.2,24.9,23.46,23.46,0.03,-0.03,25.8,TRUE,24.6,brisbane,australia,humid subtropical,air conditioned,office,0,0.97,-1,0,60,0.57,0.46,0.68,0.64,10,2021
29/11/2021 10:55,5,10,summer,129,1,male,25 - 34,-1,0,1,0.7,1.1,1,0,1,1,0,0,22.83,0,60.42,22.44,21,27,0,1.3,63,25.87,62.5,25.8,24.2,24.9,22.44,22.44,0.03,-0.34,25.8,TRUE,23.5,brisbane,australia,humid subtropical,air conditioned,office,0,0.66,-1,0,30,0.45,0.26,0.51,0.70,10,2021
29/11/2021 11:15,5,8,summer,127,1,female,45 - 54,0,-1,1,0.7,1.1,1,0,1,1,0,0,23.75,0.02,70.52,24.42,21,27,0,1.3,63,25.87,62.5,25.8,24.2,24.9,24.68,24.39,0.05,0.18,25.8,TRUE,25.5,brisbane,australia,humid subtropical,air conditioned,office,0,0.18,0,0,50,0.09,0.65,0.81,0.70,11,2021
29/11/2021 12:30,5,1,summer,8,1,female,25 - 34,1,-1,1,0.5,1.7,1,0,1,1,0,0,25.59,0.14,61.15,26.08,21,27,0,1.3,63,25.87,62.5,25.8,24.2,24.9,26.67,26.08,0.35,0.99,25.8,TRUE,26.8,brisbane,australia,humid subtropical,air conditioned,office,1,-0.01,1,1,30,0.05,1.02,1.01,0.76,12,2021
29/11/2021 13:26,5,2,summer,132,1,male,18 - 24,1,-1,1,0.8,1.1,0,1,1,1,0,0,24.11,0.09,64.9,24.8,21,27,0,1.3,63,25.87,62.5,25.8,24.2,24.9,25.44,24.79,0.12,0.45,25.8,TRUE,26.7,brisbane,australia,humid subtropical,air conditioned,office,0,-0.55,1,0,20,0.48,1.51,1.23,0.69,13,2021
29/11/2021 13:52,5,9,summer,134,1,female,25 - 34,0,-1,1,1.1,1.7,1,0,1,1,0,0,23.55,0.29,71.33,23.65,21,27,0,1.3,63,25.87,62.5,25.8,24.2,24.9,23.84,23.66,0.5,1.02,25.8,TRUE,31,brisbane,australia,humid subtropical,air conditioned,office,1,1.02,0,1,30,0.42,0.34,0.58,0.96,13,2021
29/11/2021 15:01,5,9,summer,134,1,female,25 - 34,2,-1,0,1.2,1.7,1,0,1,1,0,0,24.04,0.23,67.19,23.97,21,27,0,1.3,63,25.87,62.5,25.8,24.2,24.9,23.85,23.96,0.44,1.16,25.8,TRUE,31.8,brisbane,australia,humid subtropical,air conditioned,office,1,-0.84,1,1,30,0.42,0.34,0.58,0.96,15,2021
29/11/2021 15:08,5,1,summer,8,1,female,25 - 34,1,0,1,0.5,1.1,0,0,1,1,0,0,25.38,0.13,61.92,25.69,21,27,0,1.3,63,25.87,62.5,25.8,24.2,24.9,26.05,25.69,0.16,0.09,25.8,TRUE,25.3,brisbane,australia,humid subtropical,air conditioned,office,0,-0.91,1,0,30,0.05,1.02,1.01,0.76,15,2021
29/11/2021 15:24,5,7,summer,130,1,female,55 - 64,-1,0,1,0.7,1.1,1,0,1,1,0,0,23.81,0.01,64.59,23.59,21,27,0,1.3,63,25.87,62.5,25.8,24.2,24.9,23.53,23.6,0.04,0,25.8,TRUE,24.7,brisbane,australia,humid subtropical,air conditioned,office,0,1.00,-1,0,60,0.57,0.46,0.68,0.64,15,2021
29/11/2021 15:39,5,12,summer,135,1,male,45 - 54,-1,1,0,0.7,1.1,1,0,1,1,0,0,23.39,0.67,68.21,21.99,21,27,0,1.3,63,25.87,62.5,25.8,24.2,24.9,17.38,21.72,0.7,-1.45,25.8,FALSE,19.5,brisbane,australia,humid subtropical,air conditioned,office,-1,-0.45,-1,-1,50,0.64,0.56,0.75,0.73,15,2021
29/11/2021 15:54,5,8,summer,127,1,female,45 - 54,1,-1,1,0.7,1.1,1,0,1,1,0,0,23.68,0.02,70.08,24.22,21,27,0,1.3,63,25.87,62.5,25.8,24.2,24.9,24.43,24.2,0.05,0.13,25.8,TRUE,25.3,brisbane,australia,humid subtropical,air conditioned,office,0,-0.87,1,0,50,0.09,0.65,0.81,0.70,15,2021
29/11/2021 16:03,5,9,summer,134,1,female,25 - 34,-1,0,1,1.1,1.4,1,0,1,1,0,0,21.6,0,64.24,21.87,21,27,0,1.3,63,25.87,62.5,25.8,24.2,24.9,21.87,21.87,0.12,0.55,25.8,FALSE,27.3,brisbane,australia,humid subtropical,air conditioned,office,1,1.55,-1,1,30,0.42,0.34,0.58,0.96,16,2021
29/11/2021 16:20,5,1,summer,8,1,female,25 - 34,0,0,1,0.5,1.1,1,0,1,1,0,0,23.12,0.65,72.93,23.14,21,27,0,1.3,63,25.87,62.5,25.8,24.2,24.9,23.2,23.14,0.68,-1.68,25.8,TRUE,19.9,brisbane,australia,humid subtropical,air conditioned,office,-2,-1.68,0,-1,30,0.05,1.02,1.01,0.76,16,2021
29/11/2021 16:36,5,2,summer,132,1,male,18 - 24,-1,0,1,0.7,1.1,1,1,1,1,0,0,23.49,0.32,70,24.1,21,27,0,1.3,63,25.87,62.5,25.8,24.2,24.9,25.32,24.15,0.35,-0.29,25.8,TRUE,24.2,brisbane,australia,humid subtropical,air conditioned,office,0,0.71,-1,0,20,0.48,1.51,1.23,0.69,16,2021
29/11/2021 17:22,5,7,summer,130,1,female,55 - 64,-1,0,1,0.7,1.1,1,0,1,1,0,0,23.96,0.02,64.24,24.16,21,27,0,1.3,63,25.87,62.5,25.8,24.2,24.9,24.24,24.15,0.05,0.11,25.8,TRUE,25.2,brisbane,australia,humid subtropical,air conditioned,office,0,1.11,-1,0,60,0.57,0.46,0.68,0.64,17,2021
30/11/2021 8:34,5,1,summer,8,1,female,25 - 34,1,0,1,0.7,1.1,1,0,1,1,0,0,23.05,0.5,78.03,23.46,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,24.54,23.51,0.53,-0.64,25.8,TRUE,22.8,brisbane,australia,humid subtropical,air conditioned,office,-1,-1.64,1,-1,30,0.05,1.02,1.01,0.76,8,2021
30/11/2021 9:01,5,1,summer,8,1,female,25 - 34,-2,1,1,0.7,1.1,1,0,1,1,0,0,22.16,0.66,73.66,21.36,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,18.76,21.21,0.69,-1.61,25.8,FALSE,19.3,brisbane,australia,humid subtropical,air conditioned,office,-2,0.39,-1,-1,30,0.05,1.02,1.01,0.76,9,2021
30/11/2021 9:07,5,9,summer,134,1,female,25 - 34,0,0,1,1.1,1.1,1,0,1,1,0,0,24.29,0.12,62.62,23.77,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,23.18,23.76,0.15,0.51,25.8,TRUE,27.8,brisbane,australia,humid subtropical,air conditioned,office,1,0.51,0,1,30,0.42,0.34,0.58,0.96,9,2021
30/11/2021 9:08,5,8,summer,127,1,female,45 - 54,2,-1,1,0.7,1.7,1,0,1,1,0,0,23.72,0,73.51,24.28,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,24.28,24.28,0.21,0.93,25.8,TRUE,27.5,brisbane,australia,humid subtropical,air conditioned,office,1,-1.07,1,1,50,0.09,0.65,0.81,0.70,9,2021
30/11/2021 9:16,5,12,summer,135,1,male,45 - 54,-1,1,0,0.7,1.4,1,0,1,1,0,0,20.77,0.64,73.03,20.46,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,19.47,20.4,0.76,-0.93,25.8,FALSE,20.7,brisbane,australia,humid subtropical,air conditioned,office,-1,0.07,-1,-1,50,0.64,0.56,0.75,0.73,9,2021
30/11/2021 10:09,5,11,summer,131,1,male,35 - 44,0,0,1,0.7,1.1,1,0,1,1,0,0,22.26,0.32,78.38,22.7,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,23.6,22.74,0.35,-0.71,25.8,TRUE,22.7,brisbane,australia,humid subtropical,air conditioned,office,-1,-0.71,0,-1,40,0.28,1.94,1.39,0.70,10,2021
30/11/2021 10:17,5,9,summer,134,1,female,25 - 34,0,0,1,1.1,1.1,1,0,1,1,0,0,24.41,0.01,67.7,24.67,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,24.74,24.66,0.04,0.81,25.8,TRUE,28.8,brisbane,australia,humid subtropical,air conditioned,office,1,0.81,0,1,30,0.42,0.34,0.58,0.96,10,2021
30/11/2021 10:20,5,7,summer,130,1,female,55 - 64,-1,0,1,0.6,1.1,1,0,1,1,0,0,23.15,0.06,74.3,23.53,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,23.81,23.52,0.09,-0.22,25.8,TRUE,23.9,brisbane,australia,humid subtropical,air conditioned,office,0,0.78,-1,0,60,0.57,0.46,0.68,0.64,10,2021
30/11/2021 10:54,5,2,summer,132,1,male,18 - 24,-2,0,1,0.8,1.1,1,0,1,1,0,0,24.82,0.25,69.84,24.93,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,25.12,24.94,0.28,0.26,25.8,TRUE,26.3,brisbane,australia,humid subtropical,air conditioned,office,0,2.26,-1,0,20,0.48,1.51,1.23,0.69,10,2021
30/11/2021 12:20,5,9,summer,134,1,female,25 - 34,0,0,1,1.1,1.1,1,0,1,1,0,0,24.96,0.2,63.94,24.03,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,22.6,23.98,0.23,0.48,25.8,TRUE,27.6,brisbane,australia,humid subtropical,air conditioned,office,0,0.48,0,0,30,0.42,0.34,0.58,0.96,12,2021
30/11/2021 12:42,5,1,summer,8,1,female,25 - 34,-1,0,1,0.7,1.1,1,0,1,1,0,0,23.38,0.02,65.34,23.53,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,23.59,23.53,0.05,-0.06,25.8,TRUE,24.5,brisbane,australia,humid subtropical,air conditioned,office,0,0.94,-1,0,30,0.05,1.02,1.01,0.76,12,2021
30/11/2021 13:28,5,8,summer,127,1,female,45 - 54,1,-1,1,0.7,1.7,1,0,1,1,0,0,24.18,0.08,71.98,23.91,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,23.67,23.91,0.29,0.92,25.8,TRUE,27.5,brisbane,australia,humid subtropical,air conditioned,office,1,-0.08,1,1,50,0.09,0.65,0.81,0.70,13,2021
30/11/2021 13:41,5,7,summer,130,1,female,55 - 64,-2,1,1,0.6,1.1,1,0,1,1,0,0,23.73,0.02,66.96,23.34,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,23.19,23.36,0.05,-0.25,25.8,TRUE,23.7,brisbane,australia,humid subtropical,air conditioned,office,0,1.75,-1,0,60,0.57,0.46,0.68,0.64,13,2021
30/11/2021 15:14,5,1,summer,126,1,female,55 - 64,1,-1,1,0.9,1.4,0,0,1,1,0,0,24.26,0.11,70.32,24.28,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,24.3,24.28,0.23,0.84,25.8,TRUE,28.5,brisbane,australia,humid subtropical,air conditioned,office,1,-0.16,1,1,60,0.10,0.14,0.37,0.95,15,2021
30/11/2021 15:15,5,1,summer,8,1,female,25 - 34,1,0,1,0.7,1.7,0,0,1,1,0,0,24.26,0.11,70.32,24.28,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,24.3,24.28,0.32,0.93,25.8,TRUE,27.7,brisbane,australia,humid subtropical,air conditioned,office,1,-0.07,1,1,30,0.05,1.02,1.01,0.76,15,2021
30/11/2021 15:19,5,2,summer,132,1,male,18 - 24,1,-1,1,0.7,1.1,1,1,1,1,0,0,26.48,0.7,69.96,25.05,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,20.37,24.8,0.73,-0.32,25.8,TRUE,22.9,brisbane,australia,humid subtropical,air conditioned,office,0,-1.32,1,0,20,0.48,1.51,1.23,0.69,15,2021
30/11/2021 16:03,5,1,summer,8,1,female,25 - 34,-2,1,1,0.7,1.1,1,0,1,1,0,0,23.58,0.67,79.04,23.53,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,23.37,23.52,0.7,-0.75,25.8,TRUE,22.1,brisbane,australia,humid subtropical,air conditioned,office,-1,1.25,-1,-1,30,0.05,1.02,1.01,0.76,16,2021
30/11/2021 16:36,5,2,summer,132,1,male,18 - 24,-3,1,0,0.7,1.1,1,0,1,1,0,0,21.76,0.77,72.86,20.4,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,15.45,20.09,0.8,,25.8,FALSE,17.5,brisbane,australia,humid subtropical,air conditioned,office,,,-1,,20,0.48,1.51,1.23,0.69,16,2021
30/11/2021 16:46,5,8,summer,127,1,female,45 - 54,0,-1,1,0.7,1.1,1,0,1,1,0,0,23.18,0.05,75.7,24.16,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,24.81,24.13,0.08,0.13,25.8,TRUE,25.5,brisbane,australia,humid subtropical,air conditioned,office,0,0.13,0,0,50,0.09,0.65,0.81,0.70,16,2021
1/12/2021 9:22,5,12,summer,135,1,male,45 - 54,-1,1,0,0.7,1.4,1,0,1,1,0,0,23.72,0.57,78.95,23.14,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,21.45,23.05,0.69,-0.11,25.8,TRUE,24,brisbane,australia,humid subtropical,air conditioned,office,0,0.89,-1,0,50,0.64,0.56,0.75,0.73,9,2021
1/12/2021 9:51,5,10,summer,129,1,male,25 - 34,0,-1,1,0.7,1.1,1,0,1,1,0,0,24.02,0.04,67.24,23.14,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,22.62,23.16,0.07,-0.06,25.8,TRUE,24.4,brisbane,australia,humid subtropical,air conditioned,office,0,-0.06,0,0,30,0.45,0.26,0.51,0.70,9,2021
1/12/2021 9:59,5,9,summer,134,1,female,25 - 34,0,0,1,0.8,1.1,1,0,1,1,0,0,23.61,0.08,64.51,23.46,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,23.33,23.46,0.11,0.11,25.8,TRUE,25.3,brisbane,australia,humid subtropical,air conditioned,office,0,0.11,0,0,30,0.42,0.34,0.58,0.96,9,2021
1/12/2021 10:28,5,6,summer,128,1,female,25 - 34,-1,1,1,0.6,1.1,1,0,1,1,0,0,24.13,0.08,70.74,24.54,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,24.9,24.54,0.11,0.09,25.8,TRUE,25.1,brisbane,australia,humid subtropical,air conditioned,office,0,1.09,-1,0,30,0.29,0.75,0.87,0.53,10,2021
1/12/2021 10:31,5,8,summer,127,1,female,45 - 54,-1,0,1,0.7,1.1,1,0,1,1,0,0,23.92,0.06,74.7,23.97,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,24.01,23.97,0.09,0.15,25.8,TRUE,25.4,brisbane,australia,humid subtropical,air conditioned,office,0,1.15,-1,0,50,0.09,0.65,0.81,0.70,10,2021
1/12/2021 11:02,5,9,summer,134,1,female,25 - 34,0,0,1,0.8,1.1,1,0,1,1,0,0,24.62,0.04,71.57,24.61,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,24.6,24.61,0.07,0.49,25.8,TRUE,26.9,brisbane,australia,humid subtropical,air conditioned,office,0,0.49,0,0,30,0.42,0.34,0.58,0.96,11,2021
1/12/2021 12:47,5,10,summer,129,1,male,25 - 34,-1,0,1,0.7,1.1,1,0,1,1,0,0,24.68,0.07,72.16,24.42,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,24.21,24.42,0.1,0.29,25.8,TRUE,25.9,brisbane,australia,humid subtropical,air conditioned,office,0,1.29,-1,0,30,0.45,0.26,0.51,0.70,12,2021
1/12/2021 13:20,5,2,summer,132,1,male,18 - 24,-2,0,1,0.7,1.1,1,0,1,1,0,0,23.24,0.26,79.76,23.59,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,24.22,23.62,0.29,-0.31,25.8,TRUE,24.2,brisbane,australia,humid subtropical,air conditioned,office,0,1.69,-1,0,20,0.48,1.51,1.23,0.69,13,2021
1/12/2021 13:21,5,9,summer,134,1,female,25 - 34,0,0,1,0.8,1.1,1,0,1,1,0,0,24.31,0,72.98,24.42,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,24.42,24.42,0.03,0.42,25.8,TRUE,26.7,brisbane,australia,humid subtropical,air conditioned,office,0,0.42,0,0,30,0.42,0.34,0.58,0.96,13,2021
1/12/2021 16:07,5,7,summer,130,1,female,55 - 64,0,0,1,0.7,1.1,1,0,1,1,0,0,23.76,0,71.4,24.48,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,24.48,24.48,0.03,0.16,25.8,TRUE,25.5,brisbane,australia,humid subtropical,air conditioned,office,0,0.16,0,0,60,0.57,0.46,0.68,0.64,16,2021
1/12/2021 16:33,5,2,summer,132,1,male,18 - 24,1,-1,1,0.7,1.1,0,0,1,1,0,0,23.3,0.04,73.79,23.97,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,24.36,23.95,0.07,0.08,25.8,TRUE,25.2,brisbane,australia,humid subtropical,air conditioned,office,0,-0.92,1,0,20,0.48,1.51,1.23,0.69,16,2021
2/12/2021 9:03,5,12,summer,135,1,male,45 - 54,-1,1,0,0.9,1.4,1,0,1,1,0,0,23.75,0.44,77.28,23.53,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,22.99,23.5,0.56,0.43,25.8,TRUE,27.1,brisbane,australia,humid subtropical,air conditioned,office,0,1.43,-1,0,50,0.64,0.56,0.75,0.73,9,2021
2/12/2021 9:14,5,7,summer,130,1,female,55 - 64,1,-1,1,0.7,1.7,1,0,1,1,0,0,23.59,0,73.13,24.22,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,24.22,24.22,0.21,0.91,25.8,TRUE,27.4,brisbane,australia,humid subtropical,air conditioned,office,1,-0.09,1,1,60,0.57,0.46,0.68,0.64,9,2021
2/12/2021 9:31,5,8,summer,127,1,female,45 - 54,0,-1,1,0.7,1.7,1,0,1,1,0,0,25.83,0.35,72.04,25.18,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,23.8,25.12,0.56,0.91,25.8,TRUE,28.8,brisbane,australia,humid subtropical,air conditioned,office,1,0.91,0,1,50,0.09,0.65,0.81,0.70,9,2021
2/12/2021 9:52,5,6,summer,128,1,female,25 - 34,-1,0,1,0.5,1.1,1,0,1,1,0,0,23.33,0.04,67.72,23.2,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,23.12,23.2,0.07,-0.58,25.8,TRUE,22.6,brisbane,australia,humid subtropical,air conditioned,office,-1,0.42,-1,-1,30,0.29,0.75,0.87,0.53,9,2021
2/12/2021 9:53,5,9,summer,134,1,female,25 - 34,0,0,1,0.8,1.1,1,0,1,1,0,0,22.96,0.01,74.24,23.08,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,23.11,23.07,0.04,0.05,25.8,TRUE,25.1,brisbane,australia,humid subtropical,air conditioned,office,0,0.05,0,0,30,0.42,0.34,0.58,0.96,9,2021
2/12/2021 10:47,5,10,summer,129,1,male,25 - 34,0,-1,1,0.7,1.1,1,0,1,1,0,0,23.6,0,71.53,24.28,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,24.28,24.28,0.03,0.11,25.8,TRUE,25.3,brisbane,australia,humid subtropical,air conditioned,office,0,0.11,0,0,30,0.45,0.26,0.51,0.70,10,2021
2/12/2021 12:07,5,9,summer,134,1,female,25 - 34,0,0,1,0.8,1.1,1,0,1,1,0,0,23.98,0.06,73.32,23.91,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,23.86,23.91,0.09,0.3,25.8,TRUE,26.2,brisbane,australia,humid subtropical,air conditioned,office,0,0.30,0,0,30,0.42,0.34,0.58,0.96,12,2021
2/12/2021 12:55,5,10,summer,129,1,male,25 - 34,-1,0,1,0.7,1.1,1,0,1,1,0,0,22.71,0.13,67.61,22.44,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,22.12,22.43,0.16,-0.48,25.8,TRUE,23.4,brisbane,australia,humid subtropical,air conditioned,office,0,0.52,-1,0,30,0.45,0.26,0.51,0.70,12,2021
2/12/2021 13:44,5,9,summer,134,1,female,25 - 34,0,0,1,0.8,1.1,1,0,1,1,0,0,23.11,0.11,74.69,23.46,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,23.83,23.46,0.14,0.1,25.8,TRUE,25.6,brisbane,australia,humid subtropical,air conditioned,office,0,0.10,0,0,30,0.42,0.34,0.58,0.96,13,2021
2/12/2021 14:36,5,8,summer,127,1,female,45 - 54,-1,-1,1,0.7,1.1,1,0,1,1,0,0,24.9,0.24,71.56,24.1,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,22.73,24.05,0.27,-0.17,25.8,TRUE,24.4,brisbane,australia,humid subtropical,air conditioned,office,0,0.83,-1,0,50,0.09,0.65,0.81,0.70,14,2021
2/12/2021 15:31,5,7,summer,130,1,female,55 - 64,0,0,1,0.7,1.1,1,0,1,1,0,0,24.45,0.01,67.72,24.73,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,24.8,24.72,0.04,0.3,25.8,TRUE,25.9,brisbane,australia,humid subtropical,air conditioned,office,0,0.30,0,0,60,0.57,0.46,0.68,0.64,15,2021
2/12/2021 15:51,5,12,summer,135,1,male,45 - 54,-2,1,0,0.7,1.1,1,0,1,1,0,0,19.83,0.63,75.29,19.64,20.5,23,30.2,0,94,22.43,92.5,25.9,21.8,23.6,19.04,19.6,0.66,,25.8,FALSE,17.8,brisbane,australia,humid subtropical,air conditioned,office,,,-1,,50,0.64,0.56,0.75,0.73,15,2021
