time,week,boxID,season,subject_id,building_id,gender,age_group,thermal_sensation,thermal_preference,thermal_acceptability,clo,met,air_con,blind_curtain,window,door,heater,fan_portable,ta,vel,rh,tg,t_out_min,t_out_max,rain_out,sunshine_out,rh_out_9am,t_out_mean,rh_out_mean,running_mean_t_out,utci_am,utci_pm,tr,top,vel_r,pmv,adaptive_tmp_cmf,adaptive_acceptability_80,set,city,country,climate,cooling_type,building_type,pmv_7point,discrepancy,thermal_sensation_3point,pmv_3point,age,personal_mean_discrepancy,personal_discrepancy_variance,personal_discrepancy_std,personal_mean_clo,day_hour,year
11/10/2021 11:34,1,4,winter,101,8,female,25 - 34,0,0,1,0.7,1.1,1,0,1,1,0,0,24.27,0.01,58.07,24.48,22.9,29.5,0,7.5,79,27.3,77.5,25.4,26.6,27.6,24.53,24.47,0.04,0.16,25.7,TRUE,25.3,brisbane,australia,humid subtropical,air conditioned,office,0,0.16,0,0,30,0.34,0.13,0.36,0.74,11,2021
11/10/2021 11:36,1,1,winter,1,8,female,35 - 44,0,0,1,0.5,1.1,1,0,1,1,0,0,23.87,0.12,60.74,23.91,22.9,29.5,0,7.5,79,27.3,77.5,25.4,26.6,27.6,23.95,23.91,0.15,-0.5,25.7,TRUE,23.3,brisbane,australia,humid subtropical,air conditioned,office,0,-0.50,0,-1,40,0.65,0.92,0.96,0.89,11,2021
11/10/2021 11:36,1,7,winter,123,4,female,25 - 34,-1,0,1,0.7,1.1,1,0,1,1,0,0,24.9,0.01,59.49,25.63,22.9,29.5,0,7.5,79,27.3,77.5,25.4,26.6,27.6,25.81,25.59,0.04,0.45,25.7,TRUE,26.4,brisbane,australia,humid subtropical,air conditioned,office,0,1.45,-1,0,30,0.13,0.64,0.80,0.70,11,2021
11/10/2021 11:46,1,10,winter,119,7,female,25 - 34,-3,1,0,0.5,1.1,1,1,1,1,0,0,22.91,0.11,61.89,22.63,22.9,29.5,0,7.5,79,27.3,77.5,25.4,26.6,27.6,22.33,22.63,0.14,-0.87,25.7,TRUE,21.9,brisbane,australia,humid subtropical,air conditioned,office,-1,2.13,-1,-1,30,1.40,0.61,0.78,0.72,11,2021
11/10/2021 11:53,1,3,winter,102,8,female,25 - 34,-1,1,1,0.4,1.1,1,0,1,1,0,0,24.15,0.05,59.36,24.16,22.9,29.5,0,7.5,79,27.3,77.5,25.4,26.6,27.6,24.17,24.16,0.08,-0.56,25.7,TRUE,22.7,brisbane,australia,humid subtropical,air conditioned,office,-1,0.44,-1,-1,30,0.39,0.56,0.75,0.69,11,2021
11/10/2021 11:53,1,6,winter,104,8,female,25 - 34,-1,1,1,0.5,1.1,1,0,1,1,0,0,21.38,0.13,57.1,22.06,22.9,29.5,0,7.5,79,27.3,77.5,25.4,26.6,27.6,22.87,22.08,0.16,-1.19,25.7,FALSE,21.4,brisbane,australia,humid subtropical,air conditioned,office,-1,-0.19,-1,-1,30,-0.29,1.38,1.17,0.64,11,2021
11/10/2021 12:17,1,9,winter,103,7,female,25 - 34,-3,1,1,0.8,3,1,0,1,1,0,0,22.23,0.21,63.13,22.32,22.9,29.5,0,7.5,79,27.3,77.5,25.4,26.6,27.6,22.46,22.32,0.81,1.78,25.7,TRUE,31.1,brisbane,australia,humid subtropical,air conditioned,office,2,4.78,-1,1,30,1.22,2.85,1.69,0.64,12,2021
11/10/2021 13:14,1,4,winter,101,8,female,25 - 34,0,0,1,0.7,1.1,1,0,1,1,0,0,23.89,0.04,60.88,24.16,22.9,29.5,0,7.5,79,27.3,77.5,25.4,26.6,27.6,24.32,24.15,0.07,0.09,25.7,TRUE,25.1,brisbane,australia,humid subtropical,air conditioned,office,0,0.09,0,0,30,0.34,0.13,0.36,0.74,13,2021
11/10/2021 13:18,1,10,winter,119,7,female,25 - 34,-2,0,1,0.5,1.7,1,1,1,1,0,0,22.1,0.05,63.13,22.26,22.9,29.5,0,7.5,79,27.3,77.5,25.4,26.6,27.6,22.37,22.26,0.26,0.25,25.7,TRUE,23,brisbane,australia,humid subtropical,air conditioned,office,0,2.25,-1,0,30,1.40,0.61,0.78,0.72,13,2021
11/10/2021 13:25,1,6,winter,104,8,female,25 - 34,-2,0,1,0.5,1.7,1,0,1,1,0,0,21.71,0.31,59.19,21.87,22.9,29.5,0,7.5,79,27.3,77.5,25.4,26.6,27.6,22.19,21.88,0.52,-0.24,25.7,FALSE,22.6,brisbane,australia,humid subtropical,air conditioned,office,0,1.76,-1,0,30,-0.29,1.38,1.17,0.64,13,2021
11/10/2021 14:01,1,3,winter,102,8,female,25 - 34,-1,1,1,0.5,1.1,1,0,1,1,0,0,24.12,0.08,61.92,23.91,22.9,29.5,0,7.5,79,27.3,77.5,25.4,26.6,27.6,23.72,23.91,0.11,-0.37,25.7,TRUE,23.3,brisbane,australia,humid subtropical,air conditioned,office,0,0.63,-1,0,30,0.39,0.56,0.75,0.69,14,2021
11/10/2021 14:30,1,9,winter,103,7,female,25 - 34,-3,1,0,0.8,1.7,1,0,1,1,0,0,22.84,0.19,64.8,22.89,22.9,29.5,0,7.5,79,27.3,77.5,25.4,26.6,27.6,22.96,22.89,0.4,0.64,25.7,TRUE,27,brisbane,australia,humid subtropical,air conditioned,office,1,3.64,-1,1,30,1.22,2.85,1.69,0.64,14,2021
11/10/2021 15:04,1,10,winter,119,7,female,25 - 34,-2,1,1,0.8,1.1,1,1,1,1,0,0,22.14,0.05,66.79,22.44,22.9,29.5,0,7.5,79,27.3,77.5,25.4,26.6,27.6,22.64,22.43,0.08,-0.2,25.7,TRUE,24.2,brisbane,australia,humid subtropical,air conditioned,office,0,1.80,-1,0,30,1.40,0.61,0.78,0.72,15,2021
11/10/2021 15:26,1,2,winter,2,8,female,35 - 44,-1,0,1,0.5,1.1,1,0,1,1,0,0,24.21,0.11,62.72,24.1,22.9,29.5,0,7.5,79,27.3,77.5,25.4,26.6,27.6,23.98,24.1,0.14,-0.37,25.7,TRUE,23.5,brisbane,australia,humid subtropical,air conditioned,office,0,0.63,-1,0,40,0.56,0.64,0.80,0.86,15,2021
11/10/2021 15:35,1,4,winter,101,8,female,25 - 34,-1,1,1,0.7,1.1,1,0,1,1,0,0,24.13,0.04,62.43,24.28,22.9,29.5,0,7.5,79,27.3,77.5,25.4,26.6,27.6,24.37,24.28,0.07,0.15,25.7,TRUE,25.3,brisbane,australia,humid subtropical,air conditioned,office,0,1.15,-1,0,30,0.34,0.13,0.36,0.74,15,2021
11/10/2021 16:09,1,3,winter,102,8,female,25 - 34,0,0,1,0.5,1.1,1,0,1,1,0,0,23.51,0,63.06,23.97,22.9,29.5,0,7.5,79,27.3,77.5,25.4,26.6,27.6,23.97,23.97,0.03,-0.44,25.7,TRUE,23.1,brisbane,australia,humid subtropical,air conditioned,office,0,-0.44,0,0,30,0.39,0.56,0.75,0.69,16,2021
11/10/2021 16:17,1,6,winter,104,8,female,25 - 34,0,0,1,0.7,1.1,1,0,1,1,0,0,21.37,0.26,58.13,21.42,22.9,29.5,0,7.5,79,27.3,77.5,25.4,26.6,27.6,21.51,21.42,0.29,-1.17,25.7,FALSE,21.4,brisbane,australia,humid subtropical,air conditioned,office,-1,-1.17,0,-1,30,-0.29,1.38,1.17,0.64,16,2021
11/10/2021 17:09,1,2,winter,2,8,female,35 - 44,0,0,1,0.5,1.1,1,0,1,1,0,0,23.98,0.11,64.27,24.03,22.9,29.5,0,7.5,79,27.3,77.5,25.4,26.6,27.6,24.08,24.03,0.14,-0.39,25.7,TRUE,23.5,brisbane,australia,humid subtropical,air conditioned,office,0,-0.39,0,0,40,0.56,0.64,0.80,0.86,17,2021
12/10/2021 8:38,1,9,winter,103,7,female,25 - 34,-2,0,1,0.3,1.7,0,0,1,1,0,0,23.33,0.19,66.81,22.95,20,31.5,17.8,11.5,65,29.47,52,27.5,27.8,29.9,22.38,22.93,0.4,-0.17,26.3,TRUE,21.5,brisbane,australia,humid subtropical,air conditioned,office,0,1.83,-1,0,30,1.22,2.85,1.69,0.64,8,2021
12/10/2021 9:11,1,10,winter,119,7,female,25 - 34,-1,0,1,0.5,1.7,1,1,1,1,0,0,23.02,0,65.54,23.27,20,31.5,17.8,11.5,65,29.47,52,27.5,27.8,29.9,23.27,23.27,0.21,0.47,26.3,TRUE,24,brisbane,australia,humid subtropical,air conditioned,office,0,1.47,-1,0,30,1.40,0.61,0.78,0.72,9,2021
12/10/2021 10:10,1,9,winter,103,7,female,25 - 34,-1,0,1,0.3,1.1,0,0,1,1,0,0,23.66,0.21,64.09,23.46,20,31.5,17.8,11.5,65,29.47,52,27.5,27.8,29.9,23.14,23.45,0.24,-1.61,26.3,TRUE,20.5,brisbane,australia,humid subtropical,air conditioned,office,-2,-0.61,-1,-1,30,1.22,2.85,1.69,0.64,10,2021
12/10/2021 10:33,1,10,winter,119,7,female,25 - 34,-2,0,1,1,1.1,1,1,1,1,0,0,23.38,0.01,63.25,23.53,20,31.5,17.8,11.5,65,29.47,52,27.5,27.8,29.9,23.57,23.52,0.04,0.39,26.3,TRUE,26.8,brisbane,australia,humid subtropical,air conditioned,office,0,2.39,-1,0,30,1.40,0.61,0.78,0.72,10,2021
12/10/2021 10:47,1,6,winter,104,8,female,25 - 34,0,0,1,0.7,1.1,1,0,1,1,0,0,23.37,0.09,64.88,23.46,20,31.5,17.8,11.5,65,29.47,52,27.5,27.8,29.9,23.55,23.46,0.12,-0.07,26.3,TRUE,24.5,brisbane,australia,humid subtropical,air conditioned,office,0,-0.07,0,0,30,-0.29,1.38,1.17,0.64,10,2021
12/10/2021 11:01,1,3,winter,102,8,female,25 - 34,2,-1,0,1,1.7,1,0,1,1,0,0,24.73,0.05,59.09,24.8,20,31.5,17.8,11.5,65,29.47,52,27.5,27.8,29.9,24.85,24.8,0.26,1.24,26.3,TRUE,30.3,brisbane,australia,humid subtropical,air conditioned,office,1,-0.76,1,1,30,0.39,0.56,0.75,0.69,11,2021
12/10/2021 11:16,1,4,winter,101,8,female,25 - 34,0,0,1,0.7,1.1,1,0,1,1,0,0,24.49,0.05,62.16,24.8,20,31.5,17.8,11.5,65,29.47,52,27.5,27.8,29.9,25,24.79,0.08,0.29,26.3,TRUE,25.8,brisbane,australia,humid subtropical,air conditioned,office,0,0.29,0,0,30,0.34,0.13,0.36,0.74,11,2021
12/10/2021 12:00,1,9,winter,103,7,female,25 - 34,-1,0,1,0.7,1.1,1,0,1,1,0,0,22.18,0.13,73.19,23.01,20,31.5,17.8,11.5,65,29.47,52,27.5,27.8,29.9,23.99,23.03,0.16,-0.29,26.3,TRUE,24.3,brisbane,australia,humid subtropical,air conditioned,office,0,0.71,-1,0,30,1.22,2.85,1.69,0.64,12,2021
12/10/2021 12:16,1,2,winter,2,8,female,35 - 44,0,0,1,0.5,1.1,1,0,1,1,0,0,24.69,0.12,61.02,24.8,20,31.5,17.8,11.5,65,29.47,52,27.5,27.8,29.9,24.92,24.8,0.15,-0.19,26.3,TRUE,24.3,brisbane,australia,humid subtropical,air conditioned,office,0,-0.19,0,0,40,0.56,0.64,0.80,0.86,12,2021
12/10/2021 12:52,1,3,winter,102,8,female,25 - 34,0,0,1,1,1.1,1,0,1,1,0,0,24.76,0,59.91,24.99,20,31.5,17.8,11.5,65,29.47,52,27.5,27.8,29.9,24.99,24.99,0.03,0.72,26.3,TRUE,28.1,brisbane,australia,humid subtropical,air conditioned,office,1,0.72,0,1,30,0.39,0.56,0.75,0.69,12,2021
12/10/2021 13:11,1,10,winter,119,7,female,25 - 34,0,0,1,1,1.7,1,1,1,1,0,0,22.94,0,63.66,23.34,20,31.5,17.8,11.5,65,29.47,52,27.5,27.8,29.9,23.34,23.34,0.21,0.99,26.3,TRUE,29.1,brisbane,australia,humid subtropical,air conditioned,office,1,0.99,0,1,30,1.40,0.61,0.78,0.72,13,2021
12/10/2021 14:18,1,7,winter,123,4,female,25 - 34,0,0,1,0.7,1.1,1,0,1,1,0,0,23.98,0.13,68.29,23.91,20,31.5,17.8,11.5,65,29.47,52,27.5,27.8,29.9,23.83,23.91,0.16,-0.03,26.3,TRUE,25.1,brisbane,australia,humid subtropical,air conditioned,office,0,-0.03,0,0,30,0.13,0.64,0.80,0.70,14,2021
12/10/2021 14:26,1,9,winter,103,7,female,25 - 34,-1,0,1,0.3,1.1,1,0,1,1,0,0,22.31,0.06,68.81,22.76,20,31.5,17.8,11.5,65,29.47,52,27.5,27.8,29.9,23.1,22.76,0.09,-1.42,26.3,FALSE,20.4,brisbane,australia,humid subtropical,air conditioned,office,-1,-0.42,-1,-1,30,1.22,2.85,1.69,0.64,14,2021
12/10/2021 14:35,1,4,winter,101,8,female,25 - 34,0,0,1,0.7,1.1,1,0,1,1,0,0,24.49,0.07,64.13,24.67,20,31.5,17.8,11.5,65,29.47,52,27.5,27.8,29.9,24.82,24.67,0.1,0.28,26.3,TRUE,25.8,brisbane,australia,humid subtropical,air conditioned,office,0,0.28,0,0,30,0.34,0.13,0.36,0.74,14,2021
12/10/2021 14:38,1,1,winter,1,8,female,35 - 44,-1,0,1,0.9,1.7,1,0,1,1,0,0,24.45,0.07,63.38,24.48,20,31.5,17.8,11.5,65,29.47,52,27.5,27.8,29.9,24.5,24.48,0.28,1.15,26.3,TRUE,29.5,brisbane,australia,humid subtropical,air conditioned,office,1,2.15,-1,1,40,0.65,0.92,0.96,0.89,14,2021
12/10/2021 14:51,1,2,winter,2,8,female,35 - 44,0,0,1,0.5,1.1,1,0,1,1,0,0,24.82,0.1,62.31,24.73,20,31.5,17.8,11.5,65,29.47,52,27.5,27.8,29.9,24.64,24.73,0.13,-0.13,26.3,TRUE,24.2,brisbane,australia,humid subtropical,air conditioned,office,0,-0.13,0,0,40,0.56,0.64,0.80,0.86,14,2021
12/10/2021 15:55,1,3,winter,102,8,female,25 - 34,0,0,1,1,1.1,1,0,1,1,0,0,24.98,0.06,59.84,24.99,20,31.5,17.8,11.5,65,29.47,52,27.5,27.8,29.9,25,24.99,0.09,0.76,26.3,TRUE,28.2,brisbane,australia,humid subtropical,air conditioned,office,1,0.76,0,1,30,0.39,0.56,0.75,0.69,15,2021
12/10/2021 15:57,1,10,winter,119,7,female,25 - 34,0,0,1,1,1.1,1,1,1,1,0,0,23.25,0.03,62.05,23.4,20,31.5,17.8,11.5,65,29.47,52,27.5,27.8,29.9,23.47,23.39,0.06,0.35,26.3,TRUE,26.6,brisbane,australia,humid subtropical,air conditioned,office,0,0.35,0,0,30,1.40,0.61,0.78,0.72,15,2021
12/10/2021 17:09,1,6,winter,104,8,female,25 - 34,0,0,1,0.7,1.1,1,0,1,1,0,0,23.06,0.04,66.5,23.59,20,31.5,17.8,11.5,65,29.47,52,27.5,27.8,29.9,23.9,23.57,0.07,-0.07,26.3,TRUE,24.6,brisbane,australia,humid subtropical,air conditioned,office,0,-0.07,0,0,30,-0.29,1.38,1.17,0.64,17,2021
12/10/2021 17:58,1,2,winter,2,8,female,35 - 44,-2,1,0,0.7,1.1,1,0,1,1,0,0,24.82,0.12,57.99,24.8,20,31.5,17.8,11.5,65,29.47,52,27.5,27.8,29.9,24.78,24.8,0.15,0.18,26.3,TRUE,25.8,brisbane,australia,humid subtropical,air conditioned,office,0,2.18,-1,0,40,0.56,0.64,0.80,0.86,17,2021
12/10/2021 19:09,1,7,winter,123,4,female,25 - 34,0,0,1,0.7,1.1,1,0,1,1,0,0,23.41,0,62.52,23.65,20,31.5,17.8,11.5,65,29.47,52,27.5,27.8,29.9,23.65,23.65,0.03,-0.07,26.3,TRUE,24.5,brisbane,australia,humid subtropical,air conditioned,office,0,-0.07,0,0,30,0.13,0.64,0.80,0.70,19,2021
13/10/2021 9:27,1,9,winter,103,7,female,25 - 34,1,-1,1,0.8,3,0,0,1,1,0,0,22.79,0.11,71.37,22.95,16.8,24.9,0.6,7.8,84,22.57,75.5,24.6,19.9,23.5,23.12,22.95,0.71,1.99,25.4,TRUE,32.2,brisbane,australia,humid subtropical,air conditioned,office,2,0.99,1,1,30,1.22,2.85,1.69,0.64,9,2021
13/10/2021 10:16,1,2,winter,2,8,female,35 - 44,1,-1,1,0.5,1.1,1,0,1,1,0,0,24.82,0.1,60.53,24.73,16.8,24.9,0.6,7.8,84,22.57,75.5,24.6,19.9,23.5,24.64,24.73,0.13,-0.14,25.4,TRUE,24.2,brisbane,australia,humid subtropical,air conditioned,office,0,-1.14,1,0,40,0.56,0.64,0.80,0.86,10,2021
13/10/2021 10:31,1,9,winter,103,7,female,25 - 34,-1,0,1,0.8,1.1,1,0,1,1,0,0,23.04,0.19,68.55,23.08,16.8,24.9,0.6,7.8,84,22.57,75.5,24.6,19.9,23.5,23.14,23.08,0.22,-0.22,25.4,TRUE,24.7,brisbane,australia,humid subtropical,air conditioned,office,0,0.78,-1,0,30,1.22,2.85,1.69,0.64,10,2021
13/10/2021 10:33,1,4,winter,101,8,female,25 - 34,0,0,1,0.7,1.1,1,0,1,1,0,0,24.41,0.01,60.94,24.86,16.8,24.9,0.6,7.8,84,22.57,75.5,24.6,19.9,23.5,24.97,24.84,0.04,0.26,25.4,TRUE,25.7,brisbane,australia,humid subtropical,air conditioned,office,0,0.26,0,0,30,0.34,0.13,0.36,0.74,10,2021
13/10/2021 11:13,1,10,winter,119,7,female,25 - 34,0,0,1,0.6,1.7,1,1,1,1,0,0,23.07,0,64.09,23.59,16.8,24.9,0.6,7.8,84,22.57,75.5,24.6,19.9,23.5,23.59,23.59,0.21,0.63,25.4,TRUE,25.3,brisbane,australia,humid subtropical,air conditioned,office,1,0.63,0,1,30,1.40,0.61,0.78,0.72,11,2021
13/10/2021 11:33,1,3,winter,102,8,female,25 - 34,0,0,1,0.7,1.7,1,0,1,1,0,0,24.72,0.07,60.56,24.67,16.8,24.9,0.6,7.8,84,22.57,75.5,24.6,19.9,23.5,24.63,24.67,0.28,1,25.4,TRUE,27.6,brisbane,australia,humid subtropical,air conditioned,office,1,1.00,0,1,30,0.39,0.56,0.75,0.69,11,2021
13/10/2021 11:36,1,9,winter,103,7,female,25 - 34,-1,1,1,0.8,1.1,1,0,1,1,0,0,23.01,0.17,67.69,23.14,16.8,24.9,0.6,7.8,84,22.57,75.5,24.6,19.9,23.5,23.32,23.14,0.2,-0.17,25.4,TRUE,25,brisbane,australia,humid subtropical,air conditioned,office,0,0.83,-1,0,30,1.22,2.85,1.69,0.64,11,2021
13/10/2021 12:04,1,1,winter,1,8,female,35 - 44,0,0,1,0.9,1.1,1,0,1,1,0,0,24.4,0.02,61.29,24.61,16.8,24.9,0.6,7.8,84,22.57,75.5,24.6,19.9,23.5,24.69,24.6,0.05,0.53,25.4,TRUE,27.1,brisbane,australia,humid subtropical,air conditioned,office,1,0.53,0,1,40,0.65,0.92,0.96,0.89,12,2021
13/10/2021 12:36,1,2,winter,2,8,female,35 - 44,-1,0,1,0.8,1.1,1,0,1,1,0,0,24.82,0.12,61,24.86,16.8,24.9,0.6,7.8,84,22.57,75.5,24.6,19.9,23.5,24.9,24.86,0.15,0.38,25.4,TRUE,26.7,brisbane,australia,humid subtropical,air conditioned,office,0,1.38,-1,0,40,0.56,0.64,0.80,0.86,12,2021
13/10/2021 12:43,1,6,winter,104,8,female,25 - 34,3,-1,1,0.7,1.7,1,0,1,1,0,0,22.4,0.32,65.73,22.44,16.8,24.9,0.6,7.8,84,22.57,75.5,24.6,19.9,23.5,22.52,22.44,0.53,0.29,25.4,TRUE,25.6,brisbane,australia,humid subtropical,air conditioned,office,0,-2.71,1,0,30,-0.29,1.38,1.17,0.64,12,2021
13/10/2021 12:59,1,3,winter,102,8,female,25 - 34,-1,1,1,0.7,1.1,1,0,1,1,0,0,25.14,0.08,60.22,24.8,16.8,24.9,0.6,7.8,84,22.57,75.5,24.6,19.9,23.5,24.5,24.8,0.11,0.32,25.4,TRUE,25.9,brisbane,australia,humid subtropical,air conditioned,office,0,1.32,-1,0,30,0.39,0.56,0.75,0.69,12,2021
13/10/2021 13:18,1,2,winter,2,8,female,35 - 44,0,0,1,0.7,1.1,1,0,1,1,0,0,24.69,0.1,61.02,24.8,16.8,24.9,0.6,7.8,84,22.57,75.5,24.6,19.9,23.5,24.91,24.8,0.13,0.26,25.4,TRUE,25.9,brisbane,australia,humid subtropical,air conditioned,office,0,0.26,0,0,40,0.56,0.64,0.80,0.86,13,2021
13/10/2021 13:56,1,10,winter,119,7,female,25 - 34,-1,0,1,0.6,1.1,1,1,1,1,0,0,22.91,0.01,63.1,23.46,16.8,24.9,0.6,7.8,84,22.57,75.5,24.6,19.9,23.5,23.6,23.43,0.04,-0.37,25.4,TRUE,23.4,brisbane,australia,humid subtropical,air conditioned,office,0,0.63,-1,0,30,1.40,0.61,0.78,0.72,13,2021
13/10/2021 14:09,1,6,winter,104,8,female,25 - 34,0,0,1,0.7,1.1,1,0,1,1,0,0,23,0.17,67.53,23.2,16.8,24.9,0.6,7.8,84,22.57,75.5,24.6,19.9,23.5,23.48,23.21,0.2,-0.36,25.4,TRUE,24.2,brisbane,australia,humid subtropical,air conditioned,office,0,-0.36,0,0,30,-0.29,1.38,1.17,0.64,14,2021
13/10/2021 14:20,1,7,winter,123,4,female,25 - 34,1,-1,0,0.7,1.1,1,0,1,1,0,0,24.61,0.04,64.27,24.61,16.8,24.9,0.6,7.8,84,22.57,75.5,24.6,19.9,23.5,24.61,24.61,0.07,0.28,25.4,TRUE,25.8,brisbane,australia,humid subtropical,air conditioned,office,0,-0.72,1,0,30,0.13,0.64,0.80,0.70,14,2021
13/10/2021 15:06,1,9,winter,103,7,female,25 - 34,0,0,1,1.1,1.1,1,0,1,1,0,0,22.59,0.22,69.89,22.7,16.8,24.9,0.6,7.8,84,22.57,75.5,24.6,19.9,23.5,22.88,22.71,0.25,0.15,25.4,TRUE,26.4,brisbane,australia,humid subtropical,air conditioned,office,0,0.15,0,0,30,1.22,2.85,1.69,0.64,15,2021
13/10/2021 15:32,1,6,winter,104,8,female,25 - 34,0,0,1,0.7,1.1,1,0,1,1,0,0,23.12,0.23,68.98,23.46,16.8,24.9,0.6,7.8,84,22.57,75.5,24.6,19.9,23.5,24.03,23.48,0.26,-0.38,25.4,TRUE,24,brisbane,australia,humid subtropical,air conditioned,office,0,-0.38,0,0,30,-0.29,1.38,1.17,0.64,15,2021
13/10/2021 15:43,1,3,winter,102,8,female,25 - 34,-1,1,1,0.7,1.1,1,0,1,1,0,0,24.67,0.05,60.54,24.61,16.8,24.9,0.6,7.8,84,22.57,75.5,24.6,19.9,23.5,24.57,24.61,0.08,0.25,25.4,TRUE,25.7,brisbane,australia,humid subtropical,air conditioned,office,0,1.25,-1,0,30,0.39,0.56,0.75,0.69,15,2021
13/10/2021 17:29,1,4,winter,101,8,female,25 - 34,0,0,1,0.7,1.1,1,0,1,1,0,0,24.31,0.03,63.59,24.67,16.8,24.9,0.6,7.8,84,22.57,75.5,24.6,19.9,23.5,24.84,24.65,0.06,0.25,25.4,TRUE,25.7,brisbane,australia,humid subtropical,air conditioned,office,0,0.25,0,0,30,0.34,0.13,0.36,0.74,17,2021
14/10/2021 9:28,1,6,winter,104,8,female,25 - 34,0,0,1,0.7,1.7,1,0,1,1,0,0,23.54,0.08,67.17,23.97,17.1,26.2,51.4,0,94,22.8,75.5,24.1,17.8,22.9,24.35,23.97,0.29,0.88,25.3,TRUE,27.1,brisbane,australia,humid subtropical,air conditioned,office,1,0.88,0,1,30,-0.29,1.38,1.17,0.64,9,2021
14/10/2021 10:46,1,1,winter,1,8,female,35 - 44,0,0,1,0.9,1.7,1,0,1,1,0,0,23.52,0.1,67.1,23.53,17.1,26.2,51.4,0,94,22.8,75.5,24.1,17.8,22.9,23.54,23.53,0.31,0.97,25.3,TRUE,28.8,brisbane,australia,humid subtropical,air conditioned,office,1,0.97,0,1,40,0.65,0.92,0.96,0.89,10,2021
14/10/2021 10:53,1,4,winter,101,8,female,25 - 34,0,0,1,0.8,1.7,1,0,1,1,0,0,24.03,0.1,65.6,24.1,17.1,26.2,51.4,0,94,22.8,75.5,24.1,17.8,22.9,24.17,24.1,0.31,0.98,25.3,TRUE,28.3,brisbane,australia,humid subtropical,air conditioned,office,1,0.98,0,1,30,0.34,0.13,0.36,0.74,10,2021
14/10/2021 12:32,1,3,winter,102,8,female,25 - 34,0,0,1,0.5,1.7,1,0,1,1,0,0,23.74,0,63.96,23.97,17.1,26.2,51.4,0,94,22.8,75.5,24.1,17.8,22.9,23.97,23.97,0.21,0.62,25.3,TRUE,24.7,brisbane,australia,humid subtropical,air conditioned,office,1,0.62,0,1,30,0.39,0.56,0.75,0.69,12,2021
14/10/2021 14:03,1,4,winter,101,8,female,25 - 34,0,0,1,0.8,1.1,1,0,1,1,0,0,23.89,0,64.73,24.1,17.1,26.2,51.4,0,94,22.8,75.5,24.1,17.8,22.9,24.1,24.1,0.03,0.26,25.3,TRUE,25.9,brisbane,australia,humid subtropical,air conditioned,office,0,0.26,0,0,30,0.34,0.13,0.36,0.74,14,2021
14/10/2021 15:11,1,3,winter,102,8,female,25 - 34,-1,0,1,0.8,1.1,1,0,1,1,0,0,23.74,0,62.27,23.97,17.1,26.2,51.4,0,94,22.8,75.5,24.1,17.8,22.9,23.97,23.97,0.03,0.2,25.3,TRUE,25.7,brisbane,australia,humid subtropical,air conditioned,office,0,1.20,-1,0,30,0.39,0.56,0.75,0.69,15,2021
14/10/2021 16:50,1,3,winter,102,8,female,25 - 34,0,0,1,0.8,1.1,1,0,1,1,0,0,23.74,0,63.4,23.97,17.1,26.2,51.4,0,94,22.8,75.5,24.1,17.8,22.9,23.97,23.97,0.03,0.21,25.3,TRUE,25.7,brisbane,australia,humid subtropical,air conditioned,office,0,0.21,0,0,30,0.39,0.56,0.75,0.69,16,2021
14/10/2021 17:09,1,4,winter,101,8,female,25 - 34,0,0,1,0.8,1.1,1,0,1,1,0,0,23.89,0.04,66.33,24.16,17.1,26.2,51.4,0,94,22.8,75.5,24.1,17.8,22.9,24.32,24.15,0.07,0.29,25.3,TRUE,26.1,brisbane,australia,humid subtropical,air conditioned,office,0,0.29,0,0,30,0.34,0.13,0.36,0.74,17,2021
14/10/2021 18:49,1,1,winter,1,8,female,35 - 44,1,0,1,0.9,1.1,1,0,1,1,0,0,24.12,0,65.92,24.48,17.1,26.2,51.4,0,94,22.8,75.5,24.1,17.8,22.9,24.48,24.48,0.03,0.49,25.3,TRUE,27,brisbane,australia,humid subtropical,air conditioned,office,0,-0.51,1,0,40,0.65,0.92,0.96,0.89,18,2021
15/10/2021 9:02,1,9,winter,103,7,female,25 - 34,-1,0,1,0.3,3,1,0,1,1,0,0,21.7,0.07,79.64,22.26,18.1,30.1,0.8,0,71,27.7,63,23.7,27.2,27.2,22.72,22.26,0.67,1.47,25.1,TRUE,23.6,brisbane,australia,humid subtropical,air conditioned,office,1,2.47,-1,1,30,1.22,2.85,1.69,0.64,9,2021
15/10/2021 10:21,1,1,winter,1,8,female,35 - 44,0,0,1,0.6,1.1,1,0,1,1,0,0,23.27,0,65.12,23.59,18.1,30.1,0.8,0,71,27.7,63,23.7,27.2,27.2,23.59,23.59,0.03,-0.29,25.1,TRUE,23.7,brisbane,australia,humid subtropical,air conditioned,office,0,-0.29,0,0,40,0.65,0.92,0.96,0.89,10,2021
15/10/2021 11:16,1,4,winter,101,8,female,25 - 34,0,0,1,0.8,1.1,1,0,1,1,0,0,23.89,0,59.66,24.1,18.1,30.1,0.8,0,71,27.7,63,23.7,27.2,27.2,24.1,24.1,0.03,0.22,25.1,TRUE,25.7,brisbane,australia,humid subtropical,air conditioned,office,0,0.22,0,0,30,0.34,0.13,0.36,0.74,11,2021
